id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
103,Blackened Tuna Steaks with Mango Salsa,meat,https://www.allrecipes.com/recipe/103535/blackened-tuna-steaks-with-mango-salsa/,45 mins,/Seafood/Fish/Tuna/,10 mins,3 hrs 55 mins,4,4 steaks,"2 tablespoons olive oil, 2 tablespoons lime juice, 2 cloves garlic, minced, 4  tuna steaks, 1  fresh mango - peeled, pitted, and chopped, ¼ cup finely chopped red bell pepper, ½  Spanish onion, finely chopped, 1  green onion, chopped, 2 tablespoons chopped fresh cilantro, 1  jalapeno pepper, seeded and minced, 2 tablespoons lime juice, 1 ½ teaspoons olive oil, 2 tablespoons paprika, 1 tablespoon cayenne pepper, 1 tablespoon onion powder, 2 teaspoons salt, 1 teaspoon ground black pepper, 1 teaspoon dried thyme, 1 teaspoon dried basil, 1 teaspoon dried oregano, 1 tablespoon garlic powder, 4 tablespoons olive oil","Whisk together the olive oil, lime juice, and garlic in a bowl. Rub the tuna steaks with the mixture. Place the steaks in a sealable container and chill in refrigerator 3 hours.
Combine the mango, bell pepper, Spanish onion, green onion, cilantro, and jalapeno pepper in a bowl; stir. Add the lime juice and 1 1/2 teaspoons olive oil and toss to combine. Chill in refrigerator 1 hour.
Stir together the paprika, cayenne pepper, onion powder, salt, pepper, thyme, basil, oregano, and garlic powder in a bowl. Remove the tuna steaks from the refrigerator and gently rinse with water and then dip each side of each steak in the spice mixture to coat.
Heat 2 tablespoons olive oil in a large skillet over medium heat. Gently lay the tuna steaks into the hot oil. Cook the tuna on one side for 3 minutes; remove to a plate. Pour the remaining 2 tablespoons olive oil into the skillet and let it get hot. Lay the tuna with the uncooked side down into the skillet and cook another 3 minutes; remove from heat immediately.
Spoon about 1/2 cup of the mango salsa onto each of 4 plates. Lay the tuna steaks atop the salsa and serve immediately.











Charlotte's Mom
",4.8,"Total Fat 25g 32%, Saturated Fat 4g 18%, Cholesterol 77mg 26%, Sodium 1233mg 54%, Total Carbohydrate 18g 7%, Dietary Fiber 4g 15%, Total Sugars 9g, Protein 42g, Vitamin C 38mg 190%, Calcium 85mg 7%, Iron 4mg 20%, Potassium 1096mg 23%","Prep Time: 45 mins, Cook Time: 10 mins, Additional Time: 3 hrs, Total Time: 3 hrs 55 mins, Servings: 4, Yield: 4 steaks",https://www.allrecipes.com/thmb/9O0oJi_DD5HRi9WC3sUKFza32kw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/572557-blackened-tuna-steaks-with-mango-salsa-Charlottes-Mom-1x1-1-d8b2b5e546c94357aec49a7172563747.jpg
104,Real Indian Mango Chutney,vegan,https://www.allrecipes.com/recipe/237069/real-indian-mango-chutney/,30 mins,/Side Dish/Sauces and Condiments/Chutney Recipes/,1 hrs 10 mins,3 hrs 10 mins,24,24 servings,"2 ¼ cups diced fresh mango, ¼ cup salt, 2 ½ cups water, 2 ⅓ cups white sugar, 2 cups vinegar, ½ cup raisins, ½ cup chopped pitted dates, 2  cinnamon sticks, 2 teaspoons minced fresh ginger root, 2 teaspoons crushed garlic, 2 teaspoons ground dried chile pepper, 10  half-pint canning jars with lids and rings","Put mango into a large bowl. Sprinkle salt over the mango. Pour water over the mango. Let mango soak for 1 hour to overnight.
Drain and discard liquid from the mango.
Stir sugar and vinegar together in a saucepan over medium heat; bring to a boil. Add drained mango to the liquid; stir to coat. Stir raisins, dates, cinnamon sticks, ginger, garlic, and ground dried chile pepper into the mango mixture; bring again to a boil, stirring occasionally. Reduce heat to low and simmer mixture until thickened, about 1 hour. Remove from heat to cool completely.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack chutney into hot, sterilized jars, filling to within 1/4 inch of the top. Run a knife or thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 15 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.",4.9,"Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 27g 10%, Dietary Fiber 1g 3%, Total Sugars 26g, Protein 0g, Vitamin C 5mg 23%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 71mg 2%","Prep Time: 30 mins, Cook Time: 1 hrs 10 mins, Additional Time: 1 hrs 30 mins, Total Time: 3 hrs 10 mins, Servings: 24, Yield: 24 servings",https://www.allrecipes.com/thmb/oG3PLpb4VJxcXv6G8FlAoE5Knuk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9178258-real-indian-mango-chutney-krazicat-4x3-1-cce5164aabdd423dbb5fe38770dfb6df.jpg
105,Smoked Salmon Poke Bowl,vegetarian,https://www.allrecipes.com/recipe/268086/smoked-salmon-poke-bowl/,15 mins,/Salad/Seafood Salad Recipes/Salmon Salad Recipes/,,45 mins,4,4 servings,"¼ cup soy sauce, 3  green onions, thinly sliced, 1 tablespoon black sesame oil, 1 tablespoon rice vinegar, 1 teaspoon grated ginger, ½ teaspoon garlic, minced, 12 ounces smoked salmon, chopped, 2 cups cooked brown rice, ¼ cup diced mango, ¼ cup diced cucumber, ¼ cup diced avocado, ¼ cup sliced fresh strawberries, 1 teaspoon black sesame seeds, or to taste","Combine soy sauce, green onions, sesame oil, rice vinegar, ginger, and garlic in a bowl. Mix until thoroughly combined. Add salmon and marinate in the refrigerator for 30 minutes to 1 hour.
Divide brown rice among 4 serving bowls. Top with salmon, mango, cucumber, avocado, and strawberries. Sprinkle black sesame seeds on top.",5,"Total Fat 10g 13%, Saturated Fat 2g 9%, Cholesterol 20mg 7%, Sodium 1576mg 69%, Total Carbohydrate 29g 10%, Dietary Fiber 3g 12%, Total Sugars 3g, Protein 20g, Vitamin C 12mg 62%, Calcium 44mg 3%, Iron 2mg 10%, Potassium 355mg 8%","Prep Time: 15 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/BZBEDb0DOp_ndtGUngCGMfw7PKo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5761440-61f53bc30c6b4a3184e064734f636a62.jpg
106,Pineapple Mango Habanero Jam,vegetarian,https://www.allrecipes.com/recipe/256924/pineapple-mango-habanero-jam/,20 mins,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,40 mins,9 hrs,64,8 half-pint jars,"1 ½ pounds fresh mangos, cut into chunks, 1 pound fresh pineapple, cut into chunks, ½ cup cider vinegar, 4 cups white sugar, 1 (3 ounce) pouch liquid pectin, 4  habanero chiles - stemmed, halved, and seeded","Combine mangos, pineapple, and cider vinegar in a stockpot over medium-high heat. Bring to a simmer; mash mangos and pineapple to a chunky consistency with a potato masher. Stir in sugar until dissolved.
Stir liquid pectin and habanero chile halves into the stockpot. Bring to a rolling boil, stirring frequently. Cook, stirring frequently, until jam thickens, about 2 minutes. Remove chile halves. Discard 6 chile halves; chop 2 halves and stir back into the stockpot.
Sterilize 8 half-pint jars and lids in boiling water for at least 5 minutes.
Ladle hot jam into the hot, sterilized jars, filling to within 1/4 inch of the top. Run a clean knife around the insides of the jars to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with the lids and screw on the rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into boiling water using a holder, spacing them 2 inches apart. Pour in more boiling water to cover jars by at least 1 inch. Bring water to a rolling boil, cover the pot, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool, about 8 hours. Press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all).",5,"Sodium 1mg 0%, Total Carbohydrate 15g 6%, Dietary Fiber 0g 1%, Total Sugars 15g, Protein 0g, Vitamin C 7mg 33%, Calcium 2mg 0%, Potassium 30mg 1%","Prep Time: 20 mins, Cook Time: 40 mins, Additional Time: 8 hrs, Total Time: 9 hrs, Servings: 64, Yield: 8 half-pint jars",https://www.allrecipes.com/thmb/G53z9svGFvx4lTQQGcrvdqWEADQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9186919-220bdb6ee3b749118ce1f0dcfb61e358.jpg
107,Jerk Chicken Egg Rolls with Mango-Habanero Sauce,meat,https://www.allrecipes.com/recipe/269709/jerk-chicken-egg-rolls-with-mango-habanero-sauce/,45 mins,/Appetizers and Snacks/Wraps and Rolls/Egg Roll Recipes/,40 mins,1 hrs 25 mins,18,,"1  mango, peeled and diced, ¾ cup water, 1 tablespoon seasoned rice vinegar, 1 clove garlic, minced, 1 pinch salt, ½ cup brown sugar, divided, 2  habanero peppers, seeded and minced, 2 tablespoons water, 1 teaspoon cornstarch","For the habanero sauce: Combine mango with 3/4 cup water, rice vinegar, garlic, and salt in a small saucepan. Add most of the brown sugar, reserving 1 teaspoon. Bring to a boil, then reduce heat to medium-low; cook for 5 minutes. Add habanero peppers and simmer for 2 minutes. Mix 2 tablespoon water with cornstarch; stir slurry into the saucepan. Cook over medium-high until thick, 3 to 5 minutes. Leave mixture chunky or blend for a smoother texture.
For the filling: Heat 1 tablespoon oil in a large saucepan over medium-high heat. Add chicken thighs and sauté until browned, 5 to 7 minutes; sprinkle jerk seasoning over chicken. Add shallot and garlic; cook and stir until shallot begins to soften, about 3 minutes. Reduce heat to medium; add cabbage, carrots, and reserved sugar. Cook until cabbage is translucent but still a little crunchy, 3 to 5 minutes. Taste for seasoning. Let mixture cool.
Heat remaining vegetable oil in a pan over medium-high heat. Fry plantains until they start to brown, about 5 minutes. Transfer plantains onto a paper towel and let cool.
Separate and place egg roll wrappers onto your work surface. Mix egg with water for egg wash.
Lay out one wrapper with a corner pointed toward you. Use a slotted spoon to add some of the chicken and cabbage mixtures across the center. Sprinkle plantain bits on top. Use your finger or a pastry brush to lightly moisten edges of wonton wrappers with egg wash. Fold one corner of the wrapper over filling onto the opposite corner to form a triangle. Press edges together to seal. Fill and fold remaining egg rolls.
Heat oil in a large saucepan over medium-high heat. Fry egg rolls in batches in hot oil, turning occasionally, until golden brown, about 5 minutes. Remove and drain on paper towels or a rack. Serve with mango-habanero sauce.",5,"Total Fat 8g 11%, Saturated Fat 2g 9%, Cholesterol 35mg 12%, Sodium 294mg 13%, Total Carbohydrate 35g 13%, Dietary Fiber 3g 12%, Total Sugars 14g, Protein 11g, Vitamin C 32mg 159%, Calcium 59mg 5%, Iron 2mg 11%, Potassium 385mg 8%","Prep Time: 45 mins, Cook Time: 40 mins, Total Time: 1 hrs 25 mins, Servings: 18",https://www.allrecipes.com/thmb/rFKfI-wu25jgpM4qfLOH_w9DOg8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4560211-2ff36c9ec4df4b6089cd34763fb3af70.jpg
108,Chamoyada,vegan,https://www.allrecipes.com/recipe/280507/chamoyada/,10 mins,/Cuisine/Latin American/Mexican/,,10 mins,1,,"1 cup fresh or frozen mango cubes, 1 (6 ounce) can pineapple juice, ½  lime, 2 teaspoons chili-lime seasoning (such as Tajin®), 2 tablespoons chamoy (Mexican chili fruit condiment)","Combine mango and pineapple juice in a blender; blend until smooth. Set aside.
Rub lime wedge around the rim of a glass, then dip in 1 teaspoon chili-lime seasoning. Juice lime into the glass; add 1 tablespoon chamoy and remaining 1 teaspoon chili-lime seasoning. Pour 1/2 of the mango-pineapple mixture into the prepared glass. Add remaining 1 tablespoon chamoy sauce and top with remaining mango-pineapple mixture.",5,"Total Fat 2g 2%, Saturated Fat 0g 1%, Sodium 968mg 42%, Total Carbohydrate 58g 21%, Dietary Fiber 6g 23%, Total Sugars 44g, Protein 2g, Vitamin C 73mg 363%, Calcium 50mg 4%, Iron 1mg 5%, Potassium 513mg 11%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",https://www.allrecipes.com/thmb/C5Tm9MY1ODTJjrtLw_0yTfpUPH8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8187462-420fe7b05b2643c7bc2fc842b8de20e9.jpg
109,Brazilian Grilled Pineapple,vegan,https://www.allrecipes.com/recipe/235932/brazilian-grilled-pineapple/,10 mins,/Side Dish/,10 mins,20 mins,6,6 wedges,"1 cup brown sugar, 2 teaspoons ground cinnamon, 1  pineapple - peeled, cored, and cut into 6 wedges","Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Whisk brown sugar and cinnamon together in a bowl; transfer into a large resealable plastic bag. Add pineapple wedges to the bag; shake well to coat each wedge.
Grill pineapple wedges on the preheated grill until heated through, 3 to 5 minutes per side.",4.9,"Total Fat 0g 0%, Sodium 13mg 1%, Total Carbohydrate 66g 24%, Dietary Fiber 4g 13%, Total Sugars 58g, Protein 1g, Vitamin C 109mg 543%, Calcium 68mg 5%, Iron 1mg 6%, Potassium 300mg 6%","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 6, Yield: 6 wedges",https://www.allrecipes.com/thmb/x-lTXW1vHrvmUyrrkr_T3hs93rc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/235932-brazilian-grilled-pineapple-4x3-00066-3632fd51d21e4e7ca3d5f9fa134c3b60.jpg
110,Singapore Sling Cocktail,vegetarian,https://www.allrecipes.com/recipe/221894/singapore-sling-cocktail/,5 mins,/Drinks Recipes/Cocktail Recipes/Gin Drinks Recipes/,,5 mins,1,,"2 cups ice, divided, 4 fluid ounces pineapple juice, 1 ½ fluid ounces gin, ½ fluid ounce cherry-flavored brandy, ½ fluid ounce lime juice, ½ fluid ounce grenadine syrup, ¼ fluid ounce triple sec, ¼ fluid ounce Benedictine® liqueur, 1 slice fresh pineapple, 1  maraschino cherry","Fill a Collins glass with 1 cup ice and place in the freezer.
Combine pineapple juice, gin, cherry-flavored brandy, lime juice, grenadine, triple sec, and Bénédictine in a cocktail shaker. Add 1 cup ice, cover, and shake until chilled. Strain into the prepared Collins glass.
Garnish with pineapple slice and cherry.











Talin Alton
",4.9,"Total Fat 0g 0%, Sodium 10mg 0%, Total Carbohydrate 44g 16%, Dietary Fiber 1g 4%, Total Sugars 30g, Protein 1g, Vitamin C 44mg 220%, Calcium 28mg 2%, Iron 1mg 3%, Potassium 257mg 5%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1",https://www.allrecipes.com/thmb/KA87SYll5ur4k-_YTgx5YLTyqJE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2034502-singapore-sling-cocktail-Talin-Alton-1x1-1-88e139ad0f7d4794aaf6151b148cb787.jpg
111,Pineapple Cleanser Smoothie,vegetarian,https://www.allrecipes.com/recipe/236413/pineapple-cleanser-smoothie/,10 mins,/Breakfast and Brunch/Drinks/,,10 mins,1,,"1 cup coconut water, or to taste, 1 cup chopped fresh pineapple, 1 stalk celery, ½  cucumber, peeled, ½  lemon, peeled, ⅓ bunch fresh parsley, 1 (1 inch) piece fresh ginger root","Blend coconut water, pineapple, celery, cucumber, lemon, parsley, and ginger together in a blender until smooth.",4.9,"Total Fat 1g 2%, Saturated Fat 1g 3%, Sodium 301mg 13%, Total Carbohydrate 43g 15%, Dietary Fiber 10g 34%, Total Sugars 17g, Protein 5g, Vitamin C 159mg 794%, Calcium 172mg 13%, Iron 3mg 17%, Potassium 1248mg 27%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",https://www.allrecipes.com/thmb/qZ6PJIPEOlOrtCWZyjyve-v84Xc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1110076-62f3d9b1ee2149cfb0b0222fa2bee456.jpg
112,Pineapple-Infused Vodka,vegan,https://www.allrecipes.com/recipe/238576/pineapple-infused-vodka/,10 mins,/Drinks Recipes/Cocktail Recipes/Vodka Drinks Recipes/,,10 days 10 mins,17,17 servings,"1  fresh pineapple, peeled and sliced, 1 (750 milliliter) bottle vodka (such as Stolichnaya®)","Stack pineapple slices in a circle around the edges of a large glass jar, leaving the center open. Pour vodka into jar, completely covering pineapple. Seal jar and store in a cool, dark place for 10 days.
Remove pineapple and strain vodka through a mesh strainer back into a jar; seal and refrigerate.",5,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 1g 4%, Total Sugars 8g, Protein 0g, Vitamin C 38mg 192%, Calcium 10mg 1%, Iron 0mg 1%, Potassium 88mg 2%","Prep Time: 10 mins, Additional Time: 10 days, Total Time: 10 days 10 mins, Servings: 17, Yield: 17 servings",https://www.allrecipes.com/thmb/al2qCMM62YpoZIOU85-BUE3eFWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193086-752c24c5dcdf4731959d3efdbf6e50fc.jpg
113,Angel Lush with Pineapple from DOLE®,vegetarian,https://www.allrecipes.com/recipe/232598/angel-lush-with-pineapple-from-dole/,15 mins,/Everyday Cooking/,,1 hrs 15 mins,10,10 servings,"1 (20 ounce) can DOLE® Crushed Pineapple, undrained, 1 (3.4 ounce) package instant vanilla pudding, 1 cup thawed whipped topping, 1 (10 ounce) package round angel food cake, cut into 3 layers,   Seasonal berries","Mix pineapple and dry pudding mix in medium bowl. Gently stir in whipped topping.
Stack cake layers on plate, spreading pudding mixture between layers and on top of cake.
Refrigerate 1 hour or until ready to serve. Garnish with your favorite seasonal berries.",4.9,"Total Fat 2g 3%, Saturated Fat 2g 8%, Sodium 354mg 15%, Total Carbohydrate 33g 12%, Dietary Fiber 2g 6%, Total Sugars 13g, Protein 2g, Vitamin C 3mg 16%, Calcium 43mg 3%, Iron 0mg 1%, Potassium 46mg 1%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/BVHadgQg_WxAFbsxO2XT-laOLfI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1009743-90db05f819b24230ac0e989a7b9827b1.jpg
114,Fresh Pineapple Salsa,vegan,https://www.allrecipes.com/recipe/265002/fresh-pineapple-salsa/,15 mins,/Appetizers and Snacks/Dips and Spreads Recipes/Salsa Recipes/,,1 hrs 15 mins,6,6 servings,"1 cup finely chopped fresh pineapple, ¼ cup finely chopped red onion, ¼ cup red bell pepper, chopped, 1  jalapeno pepper, seeded and minced, 1 tablespoon finely chopped fresh cilantro, 1 tablespoon lime juice, 1 clove garlic, minced (Optional), ½ teaspoon white sugar, ½ teaspoon salt","Combine pineapple, red onion, bell pepper, jalapeno pepper, cilantro, lime juice, garlic, sugar, and salt. Stir to combine. Cover with plastic wrap and refrigerate for 1 hour so flavors can meld.",4.9,"Total Fat 0g 0%, Sodium 195mg 8%, Total Carbohydrate 6g 2%, Dietary Fiber 1g 3%, Total Sugars 4g, Protein 0g, Vitamin C 24mg 120%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 66mg 1%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/HrdNWc_Iya4lQ7A8fzVe6BM4eOQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5431286-bc030a45bdc542e2ae517273bc37eafe.jpg
